,Tweets,Subjectivity,Polarity,Analysis,Facts
208,: jaspritbumrah dataanalysis cricket python cricketanalysis Impact of Jasprit Bumrah in India’s T20 cricket ,0.0,0.0,Neutral,Fact
209,: Goosebumps 🔥. National Anthem 🇮🇳 in an inauguration of Cricket Tournament that too in Kashmir. This feeling is somethin…,0.0,0.0,Neutral,Fact
210,": Only one makes it through to The Final... who ya got?

Adelaide, you won't wanna miss this! Get your tickets now 🎟 ",1.0,0.0,Neutral,Opinion
211,": Virat Kohli watching his Facebook memory - Two years ago, you made a century ",0.0,0.0,Neutral,Fact
212,"_vohra: Ian Smith said, ""India have left out Virat Kohli and Rohit Sharma, it intrigues me actually that we’re resting people i…",0.05,0.0,Neutral,Fact
213,": Getting match ready 👌 👌

TeamIndia get into the groove for the first  INDvNZ Test in Kanpur 🎥 🔽 ",0.41666666666666663,0.225,Positive,Neutral
214,The Grind is on🔥,0.0,0.0,Neutral,Fact
215,: Babar continues to be on top. Virat Kohli slips out of top 10 T20I batters after a long time. ,0.4666666666666666,0.31666666666666665,Positive,Neutral
216, God of cricket,0.0,0.0,Neutral,Fact
217, Cricket betting apps n u see the irony here!,0.0,0.0,Neutral,Fact
218,"Make sure you write right next time by the way I scored  9 goals in 4 Games in 2011( Not 8 Goals)
Thank you ",0.4748677248677248,0.2619047619047619,Positive,Neutral
219,: Kya Drama laga rakha hai Cricket Australia ne Captaincy ka bc 😤😤😤😭😭 also their media and past players are blowing up thi…,0.25,-0.25,Negative,Neutral
220, Values and principle? He assaulted someone in a World Cup final,1.0,0.0,Neutral,Opinion
221,": Kanpur's Green Park had the unique distinction of
hosting - India's 500th Test match on 22-26 Sept 2016 (against New Zea…",0.5848484848484848,0.10378787878787878,Positive,Neutral
222,": Did you know,  provide opportunities to female athletes for not only AFL  but also Soccer, Cricket &amp; 8 ball…",0.5833333333333334,0.0,Neutral,Neutral
223,We Own Cricket .,1.0,0.6,Positive,Opinion
224,: There’ll be a few of the  family in attendance on  Saturday to cheer on the  as they take on th…,0.1,-0.2,Negative,Fact
225,": ➡️ICC rewarding Virat Kohli with biggest awards: 
ICC Men's Cricketer of the Decade
ICC Men's ODI Cricketer of the Decade…",1.0,0.5,Positive,Opinion
226,": Mohammad Rizwan ""it’s a medicated pillow which I use because being a wicketkeeper, there’s always a problem in the nec…",0.0,0.0,Neutral,Fact
227,": Lost against Australia (2017) ❌
Lost against England (2021) ❌

Team India has lost only 2 out of 30 Tests at home in Virat…",1.0,0.0,Neutral,Opinion
228,Test cricket ain't dying.,0.0,0.0,Neutral,Fact
229,"   _rdc  What about Sir Viv swaggering to the wicket, Thomo thu… ",0.0,0.0,Neutral,Fact
230,England Cricket Lot Of 3 Handsingned Team Photos Rare  ,0.9,0.3,Positive,Opinion
231,": Great to have a chat with my old teammate … 

Talking all things world cup 🏆 

How ENGLAND conquered the WORLD of T2…",0.475,0.45,Positive,Neutral
232,_18: A Random Thread on Virat Kohli Performance in Icc Tournaments. ,0.5,-0.5,Negative,Neutral
233,"_NewDelhi: Thanks   for very interesting perspectives on T20 and scholar engagement

_Chat …",0.42500000000000004,0.42500000000000004,Positive,Neutral
234,"Junior Hockey World Cup, India vs France: When and where to watch match, Live telecast, Live streaming, v - Times o… ",0.5,0.13636363636363635,Positive,Neutral
235,"Match Preview - India vs New Zealand, New Zealand in India 2021/22, 1st Test -  ",0.45454545454545453,0.13636363636363635,Positive,Neutral
236,: Two journalists from Norwegian state television were arrested and held for over 30 hours by security forces in Qatar without explan…,0.0,0.0,Neutral,Fact
237,": Getting match ready 👌 👌

TeamIndia get into the groove for the first  INDvNZ Test in Kanpur 🎥 🔽 ",0.41666666666666663,0.225,Positive,Neutral
238,": If England were to host the Women’s Rugby World Cup in 2025, it could take women’s rugby in England to another level.👇🏾",0.0,0.0,Neutral,Fact
239,": Highest % of team runs for India in Tests at Home:-
[min. 1500 runs]

17.4% Rohit Sharma
16.2% Virat Kohli
16.1% Virende…",1.0,-0.75,Negative,Opinion
240,": Kevin Chalker used to work for the CIA. Then he worked for the 2022 World Cup host Qatar to help spy on soccer officials, an  in…",0.0,0.0,Neutral,Fact
241,": I played competitive football, rugby &amp; cricket for 38 years. In the veterans teams I played in, many were not in the be…",0.5,0.5,Positive,Neutral
242,": Less than 12 months ago, Amanda-Jade Wellington took a break from cricket, it was all becoming too much. 

Tonight, she put…",0.37222222222222223,0.16111111111111112,Positive,Neutral
243,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
244,: Former cricketer and commentator Ian Smith is disappointed with India resting Rohit Sharma and Virat Kohli for the first…,0.375,-0.375,Negative,Neutral
245,": Can Virat Kohli reach the top position in future?🤔

ViratKohli SachinTendulkar RickyPonting INDvNZ ",0.5,0.5,Positive,Neutral
246,: One of the legacies of Virat Kohli as a Captain.  ,0.0,0.0,Neutral,Fact
247,"_samanta: Today is an iconic day in the history of Odisha - on one hand, the Shilanyas Ceremony of Shreemandira Parikrama Projec…",0.5,0.5,Positive,Neutral
248,"Watch: Sachin Tendulkar Shares Video Of Dog With ""Sharp Ball Catching Skills"" Playing Cricket  via ",0.825,0.2375,Positive,Opinion
249,"_in: If Qatar’s non-commercial plans are achieved, it will then surely aim to become a regular major player in the sports event…",0.48860398860398857,0.1875,Positive,Neutral
250,": International centuries in the last 2 years since 24th November 2019. Cricket

1 - Yasir Shah (15 inns)
0 - Virat Koh…",0.03333333333333333,0.0,Neutral,Fact
251,: Goosebumps 🔥. National Anthem 🇮🇳 in an inauguration of Cricket Tournament that too in Kashmir. This feeling is somethin…,0.0,0.0,Neutral,Fact
252,"Dollar Academy featuring, once again, in the  Top 💯 Cricket Schools. 

2021 was a bumper year for c… ",0.5,0.5,Positive,Neutral
253,": Virat Kohli has scored atleast 1 century in 7 out of last 10 series at home in Test Cricket.
Last time he went century…",0.06666666666666667,0.0,Neutral,Fact
254,"Ind vs NZ first Test | Spinners hold the key for India; Williamson, Taylor could prove tough to crack ",0.7222222222222222,-0.0462962962962963,Negative,Neutral
255,": Virat Kohli in 2021:

- Out of top 5️⃣ Test batters' rankings since Nov, 2016
- Lost No.1️⃣ ODI rank to Babar Azam
- Sli…",0.7,-0.15000000000000002,Negative,Neutral
256,RIL subsidiary set to acquire franchise in ECB’s UAE T20 League ,0.0,0.0,Neutral,Fact
257,": Can Virat Kohli reach the top position in future?🤔

ViratKohli SachinTendulkar RickyPonting INDvNZ ",0.5,0.5,Positive,Neutral
258,"Look this joker Uncle, discussion was about cricket only,this Chachu brought country,soldiers in between when his f… ",0.0,0.0,Neutral,Fact
259,: The preparation of Virat Kohli going on at Mumbai ahead of the second Test. (Source - Mid Day) ,0.0,0.0,Neutral,Fact
260,_Sniper  _sidus Can you play Cricket? _Sniper,0.0,0.0,Neutral,Fact
261,": Getting match ready 👌 👌

TeamIndia get into the groove for the first  INDvNZ Test in Kanpur 🎥 🔽 ",0.41666666666666663,0.225,Positive,Neutral
262,: Two journalists from Norwegian state television were arrested and held for over 30 hours by security forces in Qatar without explan…,0.0,0.0,Neutral,Fact
263,: One month anniversary of arguably the greatest night ever as a Pakistan cricket fan.,1.0,1.0,Positive,Opinion
264,Ind vs NZ first Test tough to crack ,0.5833333333333334,-0.06944444444444445,Negative,Neutral
265,India vs New Zealand: Rahul Dravid Turns Spinner In Team India Nets Ahead Of Kanpur Test. Watch | Cricket News ,0.45454545454545453,0.13636363636363635,Positive,Neutral
266,“It’s A Massive Blow”: Wasim Jaffer On KL Rahul’s Injury Ahead Of NZ Test Series | Cricket News ,1.0,0.0,Neutral,Opinion
267,Was very delighted to see _Reiche’s insightful interview on Qatar and their preparation for the Arab Cup and… ,0.9099999999999999,0.9099999999999999,Positive,Opinion
268,“It’s A Massive Blow”: Wasim Jaffer On KL Rahul’s Injury Ahead Of NZ Test Series | Cricket News ,1.0,0.0,Neutral,Opinion
269,": Can Virat Kohli reach the top position in future?🤔

ViratKohli SachinTendulkar RickyPonting INDvNZ ",0.5,0.5,Positive,Neutral
270,"INDIA won the same series on which they have scored 39/9- Just FYI  

veediki yanta cheppina yakkad… ",0.125,0.0,Neutral,Fact
271,": Hindi Cricket Commentary is shit. Mostly they try to rhythm or go for one liners. PATHETIC. UNBEARABLE.
CricketTwitter 
Ind…",0.7666666666666666,-0.2333333333333333,Negative,Opinion
272,Ronaldo has the most goals in the world cup?,0.5,0.5,Positive,Neutral
273,: Congratulations  on your appointment as the Acting Chairman of  You proved to be a great p…,0.375,0.4,Positive,Neutral
274,RIL subsidiary set to acquire franchise in ECB’s UAE T20 League | Cricket News – Times of India ,0.0,0.0,Neutral,Fact
275,"_cricket: ""Shreyas Iyer and Jayant Yadav had an extended net sessions and Axar Patel doesn't bowl in the Nets Ahead of the First Te…",0.16666666666666666,0.125,Positive,Fact
276,: You sure you want that booster?,0.8888888888888888,0.5,Positive,Opinion
277,T20 Rankings Thengayi Ga  🥲,0.0,0.0,Neutral,Fact
278,": ➡️ICC rewarding Virat Kohli with biggest awards: 
ICC Men's Cricketer of the Decade
ICC Men's ODI Cricketer of the Decade…",1.0,0.5,Positive,Opinion
279,"FIFA World Cup 2022: UEFA Play-offs, Teams, Pot Draw Result, Explanation...  ผ่าน ",0.0,0.0,Neutral,Fact
280,": International centuries in the last 2 years since 24th November 2019. Cricket

1 - Yasir Shah (15 inns)
0 - Virat Koh…",0.03333333333333333,0.0,Neutral,Fact
281,: One month anniversary of arguably the greatest night ever as a Pakistan cricket fan.,1.0,1.0,Positive,Opinion
282,"***1977 Albums World Cup Tournament****

GROUP D (Group Stage)
Low (David Bowie) 

vs.
Rattus Norvegicus… ",0.3,0.0,Neutral,Neutral
283,: Conor Gallagher will be starting for England at the world cup if he continues to play like this. Bruno scores -or used to…,0.1,0.0,Neutral,Fact
284,": You might love this kiwi opener for No Look Sixes, but take a look at his blinder from  2014.

You can own this moment now…",0.8,0.55,Positive,Opinion
285,": Most Test hundreds in SENA in a calendar year by Asian players

4 - Virat Kohli (2018)
4 - Virat Kohli (2014)
3 - Sachin/Ga…",0.25,0.25,Positive,Neutral
286,India vs New Zealand: Indian players to watch out for ,0.45454545454545453,0.13636363636363635,Positive,Neutral
287,": I played competitive football, rugby &amp; cricket for 38 years. In the veterans teams I played in, many were not in the be…",0.5,0.5,Positive,Neutral
288,: Can you tell us in which year did the first Fifa world cup take place? TPIndia Football Question GuessTheYear Em…,0.3333333333333333,0.25,Positive,Neutral
289,"_khan_18: • Most Runs since 2020
       (Runs/Inn | Avg)     
     
B Azam 🇵🇰     2410 / 54 | 48.20
M Rizwan 🇵🇰 2114 / 55  | 48.0…",0.5,0.5,Positive,Neutral
290,:  Steve Smith banna chahiye logically to... How can a tearaway pacer like Cummins become a captain who plays all…,0.25,0.25,Positive,Neutral
291,": Rishabh Pant's comeback in International cricket. At 24, guy has seen all the highs and lows of his career

When the lights a…",0.0,0.0,Neutral,Fact
292,: Norway journalists arrested while working in World Cup host Qatar ,0.0,0.0,Neutral,Fact
293,"_45: Highest % of team runs for India in Tests at Home:-
[min. 1500 runs]

17.4% Rohit Sharma
16.2% Virat Kohli
16.1% Virender S…",1.0,-0.75,Negative,Opinion
294,Qatar Hired Ex-CIA Officer to Spy on FIFA to Get World Cup Hosting Rights  ,0.0,0.0,Neutral,Fact
295,I letak job vacancy kat insta I. Pastu angah I reply. Current position minah kilang 🤣 Dasar T20,0.4,0.0,Neutral,Neutral
296,Muyise akabbo oba it's too late we can't make it,0.6,-0.3,Negative,Neutral
297,    I know this is just a beginning of good phase in Pakist… ,0.6000000000000001,0.7,Positive,Neutral
298,"We’ve been selected as one of the Top100Schools by ! 

",0.0,0.0,Neutral,Fact
299,": Highest % of team runs for India in Tests at Home:-
[min. 1500 runs]

17.4% Rohit Sharma
16.2% Virat Kohli
16.1% Virende…",1.0,-0.75,Negative,Opinion
300,": 📅!1 WEEK NOTICE!📅
Don’t forget if you are interested in care it’s EXACTLY 1 week until our recruitment event… held at Somers…",0.375,0.25,Positive,Neutral
301,"_45: Highest % of team runs for India in Tests at Home:-
[min. 1500 runs]

17.4% Rohit Sharma
16.2% Virat Kohli
16.1% Virender S…",1.0,-0.75,Negative,Opinion
302,": Only Saskay flowers ,Only Saskay Gifts, at the end of the day Saskay is the world cup of BBN shine ya eyes season 6 ✌️",1.0,0.0,Neutral,Opinion
303,"But Malik is the only one that gets called selfish, if Malik wants to he could have easily gone and played T10, LPL… ",0.7333333333333334,0.03333333333333334,Positive,Neutral
304,: 🚨 It is a legal requirement for fans aged 18+ to produce an 𝐍𝐇𝐒 𝐂𝐎𝐕𝐈𝐃 𝐩𝐚𝐬𝐬 to attend Saturday's match at the ,0.30000000000000004,0.05,Positive,Neutral
305,"_18: Virat Kohli the LEADER, Virat Kohli the SPORTSMAN, MOMENTS OF BRILLIANCE!

(A THREAD)

RTs appreciated. Please support it is…",0.1,0.2,Positive,Fact
306,: Pat Cummins and Steve Smith were interviewed by Cricket Australia for deciding the next Australian Test captain. (Sourc…,0.0,0.0,Neutral,Fact
307,". showcased how far has he come by sharing two pictures with RahulDravid. INDvNZ 
",1.0,0.1,Positive,Opinion
308,"__18: Virat Kohli is the only player on this planet who can be called as Goat player in all format's Tests, ODIs, T20Is and IP…",1.0,0.0,Neutral,Opinion
309,: A Presidential Advisor who has no advice and obviously no hope of ever advising the President can easily get 1 billion…,0.6666666666666667,0.21666666666666667,Positive,Neutral
310,_: 🇵🇰👑 Babar Azam reign in T20i continues! Meanwhile Virat Kohli is now not even in top ten of T20i batting rankings. Mohammad…,0.25,0.25,Positive,Neutral
311, Al Hilal Club waiting for you in the In the Club World Cup😉😉😉,0.0,0.0,Neutral,Fact
312,What shame,0.0,0.0,Neutral,Fact
313,"_cricket: Virat Kohli slips at No.11 Position in the ICC T20I Batting Rankings. He missed the T20I Series against New Zealand, so t…",0.45454545454545453,0.13636363636363635,Positive,Neutral
314,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
315,: Dr Hilary say hardly affects anyone with side effects he’s a bastard should be struck off,0.5416666666666666,-0.2916666666666667,Negative,Neutral
316,"Are we heading towards an era of 'ghost events' where, for reasons of ideological opposition, nobody turns-up to an… ",0.0,0.0,Neutral,Fact
317,"Cricket Wireless Black Friday Deals (2021): Best Prepaid Cell Phones, Phone Plans &amp; More Sales Summarized by Save B… ",0.41111111111111115,0.4444444444444445,Positive,Neutral
318,   _morikawa  Bloody loved you taking about dashing to the cric… ,0.8500000000000001,-0.050000000000000044,Negative,Opinion
319,Spratton Hall are a Top 50 Prep School for Cricket - AGAIN! We are bowled over to be included in  Scho… ,0.5,0.625,Positive,Neutral
320,  Looks like it's all sports having this issue,0.0,0.0,Neutral,Fact
321,": List of teams with 100-plus T20I wins. Cricket 

Pakistan - (115 wins)

End of list.",0.2,0.3,Positive,Fact
322,": Virat Kohli🇮🇳 (last 30 t20I innings):
Runs - 1168 runs
Avg - 58.40
SR - 141.40

Babar Azam🇵🇰 (last 30 t20I innings):
Run…",0.06666666666666667,0.0,Neutral,Fact
323,": It has been an incredible journey, but I have decided to retire from all cricket.

Ever since the back yard matches wit…",0.45,0.45,Positive,Neutral
324,"this was fifa and many people were asking , if Olympics happen there then surely many countries will boycott it as… ",0.5,0.5,Positive,Neutral
325,": 100 in 2nd innings as an ODI captain
100 in 1st innings as a Test captain
100 in 1st innings as a permanent ODI captain…",0.0,0.0,Neutral,Fact
326,": Reliance Industries Limited, owner of Mumbai Indians will own a franchise in UAE T20 league.",0.5714285714285714,0.2642857142857143,Positive,Neutral
327,: Virat Kohli - A role model for women cricketers. ,0.0,0.0,Neutral,Fact
328,": Spoke to the Tamil Nadu U19 team ahead of their campaign in the Cooch Behar Trophy 2021-22. Such an enthusiastic bunch,…",0.7,0.3,Positive,Neutral
329,"⏪ 2010: World Cup bidders make their case at Leaders.

🔜 2021: World Cup representatives speak at LeadersMeet to m… ",0.0,0.0,Neutral,Fact
330,": Rohit Sharma is Greatest White Ball 
Player To Play This Game Of Cricket 🔥 ",0.4666666666666666,0.19999999999999998,Positive,Neutral
331,I'm in the running to WIN a retro Argentina World Cup shirt thanks to ! You can enter too:  competition win,0.3333333333333333,0.6166666666666667,Positive,Neutral
332,Biennial World Cup could cost leagues €8 billion ,0.0,0.0,Neutral,Fact
333,: A Presidential Advisor who has no advice and obviously no hope of ever advising the President can easily get 1 billion…,0.6666666666666667,0.21666666666666667,Positive,Neutral
334,: Thank You Harsha for sharing this beautiful film. Loved the way the struggles and hardships of both the father and daught…,0.9,0.7749999999999999,Positive,Opinion
335,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
336,": 23/11/2019: Virat Kohli scored his 70th Intl century

71st century _____?🤔

ViratKohli TeamIndia ",0.0,0.0,Neutral,Fact
337, y this sudden Virat Kohli hating fake behaviour 🤣,0.75,-0.25,Negative,Opinion
338,: Rohit Sharma's 264* and Sachin Tendulkar's 200* are those rare moments that should be converted to NFT. rario,0.9,0.3,Positive,Opinion
339,"_SN: I dunno about you guys, but after all those months of T20 action, I just want to sit back and watch Umesh Yadav bowling on…",0.05,0.05,Positive,Fact
340,🏏test cricket 💗,0.0,0.0,Neutral,Fact
341,": Virat Kohli &amp; Rohit Sharma share a special moment with a die-hard fan, 87-YO Charulata Patel.

ViratKohli INDvNZ

https…",0.5714285714285714,0.35714285714285715,Positive,Neutral
342,"We have 4 amazing prizes being drawn at our  Wrap party on Thursday 2nd December, all going up for silent auction!… ",0.3333333333333333,0.20000000000000004,Positive,Neutral
343," Blatters corruption led to this ""World Cup"" held by a small country that is otherwise not remotely suitable for… ",0.575,-0.2625,Negative,Neutral
344,: TRUE✅  contacted Roberto Mancini for the job as new manager. Mancini said NO ❌ he said it is his duty to qualify with…,0.45454545454545453,0.13636363636363635,Positive,Neutral
345,"🇵🇰Pakistan Four Senior Players are likely to be on rest in T20 Home Series against West Indies.

Hafeez
Malik 
Sarf… ",1.0,0.0,Neutral,Opinion
346,:  | Keshav Maharaj: Proteas yet to meet CSA board over taking the knee for Dutch series ,0.0,0.0,Neutral,Fact
347,": -  won his third Man of the Series award yesterday 🔥

He's right up there with some of the legendary match win…",0.5119047619047619,0.42857142857142855,Positive,Neutral
348,": On This Day in 2019, at Kolkata. Virat Kohli scored his 70th intl 100 &amp; became the first Indian to score a 100 in Pink…",0.3333333333333333,0.25,Positive,Neutral
349,": Kanpur's Green Park had the unique distinction of
hosting - India's 500th Test match on 22-26 Sept 2016 (against New Zea…",0.5848484848484848,0.10378787878787878,Positive,Neutral
350,": Only 11 days more till the LPL tournament!

Which team are you rooting for? 😎

 LPL2021 LPLt20 එක්වජයගමු ekwajayagamu  lpl…",0.75,0.3125,Positive,Opinion
351,": Want Virat Kohli to play 5-6 years more and break Sachin tendulkar's record of 100 centuries, if this doesn't happens the…",0.5,0.5,Positive,Neutral
352,"Just 100 days to go until the ICC Women's Cricket World Cup 2022 begins 😍

 CWC22 ",0.0,0.0,Neutral,Fact
353,":    _rdc  What about Sir Viv swaggering to the wicket, Thomo thunde…",0.0,0.0,Neutral,Fact
354,"_Lad: If Otamendi pulls up like this to Qatar, then Messi is winning the world cup",0.75,0.5,Positive,Opinion
355,": Lost against Australia (2017) ❌
Lost against England (2021) ❌

Team India has lost only 2 out of 30 Tests at home in Virat…",1.0,0.0,Neutral,Opinion
356,": Two famous drives in Mumbai

1) Marine Drive. 
2) Virat Kohli 's cover Drive.💥 ",1.0,0.5,Positive,Opinion
357,Cricket 💪🏼,0.0,0.0,Neutral,Fact
358,": Truth be told ℙ𝕄   will make Pakistan famous all over the world 🌎🌍
Won the Pollution World Cup🏆
Congratulat…",1.0,0.5,Positive,Opinion
359,_: 🇵🇰👑 Babar Azam reign in T20i continues! Meanwhile Virat Kohli is now not even in top ten of T20i batting rankings. Mohammad…,0.25,0.25,Positive,Neutral
360,: TRUE✅  contacted Roberto Mancini for the job as new manager. Mancini said NO ❌ he said it is his duty to qualify with…,0.45454545454545453,0.13636363636363635,Positive,Neutral
361,": Rishabh Pant's comeback in International cricket. At 24, guy has seen all the highs and lows of his career

When the lights a…",0.0,0.0,Neutral,Fact
362,_macp: ECB confirm that Troy Cooley has joined them in Brisbane as a bowling consultant. Cooley was England's bowling coach in th…,0.0,0.0,Neutral,Fact
363,India vs New Zealand: Rahul Dravid Turns Spinner In Team India Nets Ahead Of Kanpur Test. Watch ,0.45454545454545453,0.13636363636363635,Positive,Neutral
364,"_chora: Dont say yourself a cricket freak, if you haven't tried to copy the bowling action of Legend Ashok Dinda in your childhoo…",0.1,0.1,Positive,Fact
365,_Chat: Great pleasure to host galaxy from  and from all leading think-tanks from G20   _scho…,0.75,0.8,Positive,Opinion
366,": TN MEMPHIS
🆘🆘STILL THERE Cricket 3yo girl Making huge progress as an office dog at shelter.Shelter spayed her &amp; prolapse…",0.9,0.4000000000000001,Positive,Opinion
367,": Rohit Sharma has been playing more attacking shots in 2021 than in the last two years, and the rewards have been worth th…",0.2222222222222222,0.26666666666666666,Positive,Fact
368,"__: Michael Vaughan will not have role in BBC's Ashes coverage or wider coverage of cricket ""at the moment"", due to the racis…",0.375,-0.125,Negative,Neutral
369,": Can Virat Kohli reach the top position in future?🤔

ViratKohli SachinTendulkar RickyPonting INDvNZ ",0.5,0.5,Positive,Neutral
370,": Highest % of team runs for India in Tests at Home:-
[min. 1500 runs]

17.4% Rohit Sharma
16.2% Virat Kohli
16.1% Virende…",1.0,-0.75,Negative,Opinion
371,: The preparation of Virat Kohli going on at Mumbai ahead of the second Test. (Source - Mid Day) ,0.0,0.0,Neutral,Fact
372,": Snake of indian cricket and indian dressing room!

The face.                   The real face ",0.30000000000000004,0.2,Positive,Neutral
373,": Ricky Ponting took 376 innings to score 41 international hundreds as captain. 
Virat Kohli did it only in 188 innings. Le…",0.5,0.0,Neutral,Neutral
374,"She: I Love Cricket
Le me* ",0.6,0.5,Positive,Neutral
375,India vs New Zealand: Rahul Dravid turns spinner in Team India Nets ahead of Kanpur Test. look | cricket news ,0.45454545454545453,0.13636363636363635,Positive,Neutral
376,"""When I got my Cap and then went to the middle, Rohit Sharma bhai said to go there and expres myself and enjoy the… ",0.25,0.2,Positive,Neutral
377,": I played competitive football, rugby &amp; cricket for 38 years. In the veterans teams I played in, many were not in the be…",0.5,0.5,Positive,Neutral
378,": Deaths from building WorldCup2022 stadiums - 6,500.
Deaths from racist tweets on social media- ZERO.
Where are your prio…",0.06666666666666667,0.03333333333333333,Positive,Fact
379,"_NewDelhi: 📌RIS brainstorming session T20 G20 

Professor  _info emphasizes on access and inclusion in T20 and high…",0.0,0.0,Neutral,Fact
380,Rohit Sharma T20 batting ranking is got boost and now he is comes to number 13 after fabulous batting performance i… ,1.0,0.4,Positive,Opinion
381,"Played cricket 🏏
Raised puppy for few months 
Had  Famous biryanis 
Boosted mental strength lil bit 
Didn't affecte… ",0.43333333333333335,0.06666666666666667,Positive,Neutral
382,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
383,The Uganda Silverbacks will travel to Angola for the FIBA Africa World Cup Qualifiers after all. The government has… ,0.0,0.0,Neutral,Fact
384,: Funnily enough if you add this up you could buy a little flat in my constituency specifically for older people which when…,0.3645833333333333,-0.011458333333333334,Negative,Neutral
385, World Cup is coming home in 2034! 🏆⚽,0.0,0.0,Neutral,Fact
386,"__: Michael Vaughan will not have role in BBC's Ashes coverage or wider coverage of cricket ""at the moment"", due to the racis…",0.375,-0.125,Negative,Neutral
387,":  I love u Virat Kohli😘
Pls leave Anuskha and marry me 😓",0.6,0.5,Positive,Neutral
388, He wasn't so happy when he won the World Cup.,1.0,0.8,Positive,Opinion
389,_2: Shoaib Malik has informed Babar Azam that he'll miss the T20 Series Against West Indies But But he has no plans to ret…,0.0,0.0,Neutral,Fact
390,": Virat Kohli &amp; Rohit Sharma share a special moment with a die-hard fan, 87-YO Charulata Patel.

ViratKohli INDvNZ

https…",0.5714285714285714,0.35714285714285715,Positive,Neutral
391,_Shaw1: Super League on free-to-air TV is fantastic news. The sport needs exposure and Channel 4 will help provide it. Throw in the Wo…,0.7833333333333333,0.3666666666666667,Positive,Opinion
392,"@_owurakuampofo: 🇬🇭 Happy Birthday Baby Jet _GYAN3

BBC African Footballer of the Year 🏆
Ghana Player of the Year x2 🏆
CAF Team…",0.5,0.4,Positive,Neutral
393,": OTD in 1976.  3-0 . A team full of 1974 World Cup winners, Harold Schumacher &amp; Bundesliga calendar year…",0.55,0.35,Positive,Neutral
394,"_SN: I dunno about you guys, but after all those months of T20 action, I just want to sit back and watch Umesh Yadav bowling on…",0.05,0.05,Positive,Fact
395,": The only batsman to be in the top 10 rankings of international cricket council in all 3 formats. (T20Is No.1, ODIs No.…",0.5,0.16666666666666666,Positive,Neutral
396,: Babar Azam replaced Virat Kohli while Mohammad Rizwan replaced Dhoni for the Most Dismissal in T20I as A Wicket keeper in a…,0.5,0.5,Positive,Neutral
397,: Cummins will get mentally drained if he is also handed captaincy. It will greatly cut short his career I’m afraid.,0.5375,0.025000000000000022,Positive,Neutral
398,"Join us today at 3pm GMT for our Virtual Series webinar in partnership with  , where we'll discuss how c… ",0.0,0.0,Neutral,Fact
399,"Two Italian greats.
Two players that are etched into World Cup history.
Paolo Rossi.
Roberto Baggio.
Who was better… ",0.0,0.0,Neutral,Fact
400,"India vs New Zealand: Indian players to watch out for 

Read 👉  

INDvsNZ INDvNZ ",0.45454545454545453,0.13636363636363635,Positive,Neutral
401,": Pakistan's PM ImranKhan was named the International Sports Personality, organisers of the Mohammed bin Rashid Al Maktou…",0.0,0.0,Neutral,Fact
402,": Manish Pandey FC nos: 91 mts, 6389 runs, avg 51, 19 centuries.

SKY FC nos: 77 mts, 5326 runs, avg 44, 14 centuries.

In an i…",0.0,0.0,Neutral,Fact
403,"6 years it took, sextortion is complicated!
To think Benzema will still represent France at the next World Cup and… ",0.5,-0.3125,Negative,Neutral
404,"_notout: Indian Twitter users ...

Morning : Traders &amp; Investors
Afternoon : movie buff / film critic 
Evening : Cricket experts…",0.0,0.0,Neutral,Fact
405,": Wow!! What's the AMAZING INVENTIONS OF SCIENCE 😳
FOR
😱 Masturbation!! Just relax your hand and give it a chance to masturbat…",0.95,0.546875,Positive,Opinion
406,: In the ICC T20I Bowling Rankings Hasan Ali has moved up 16 spots to Number 44 and Shadab Khan has climbed two spots to…,0.0,0.0,Neutral,Fact
407,"Ndera cricket
Help about equipment If you like ",0.0,0.0,Neutral,Fact
408,": Kanpur's Green Park had the unique distinction of
hosting - India's 500th Test match on 22-26 Sept 2016 (against New Zea…",0.5848484848484848,0.10378787878787878,Positive,Neutral
409,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
410,": 🇮🇳 ALL SET! IPL2022 will reportedly feature 10 teams and 74 games in all, and is scheduled to kick off at Chennai 😍

📸…",0.0,0.0,Neutral,Fact
411,": Wow!! What's the AMAZING INVENTIONS OF SCIENCE 😳
FOR
😱 Masturbation!! Just relax your hand and give it a chance to masturbat…",0.95,0.546875,Positive,Opinion
